act_WValidateapplication_avg_arrival_1D,act_WValidateapplication_avg_duration_1D,act_WValidateapplication_whole_duration_1D,act_WValidateapplication_avgwaiting_time_1D,act_WValidateapplication_wholewaiting_time_1D,act_WValidateapplication_waiting_events_1D,act_WValidateapplication_finished_events_1D,act_WValidateapplication_idle_time_1D,act_WValidateapplication_inprocess_events_1D,act_WValidateapplication_unique_resources_1D,act_WValidateapplication_engaged_resources_1D
38,19.767222222222223,11.395277777777778,0.5667836257309942,21.537777777777777,6,27,4.0375,10,9,37
55,11.058055555555555,11.970277777777778,0.4281818181818181,23.549999999999997,8,31,12.50361111111111,20,16,51
88,14.1025,8.613055555555556,0.2841508838383838,25.005277777777778,9,49,9.555555555555555,35,16,84
47,20.289166666666667,17.599166666666665,0.006583924349881797,0.30944444444444447,3,21,5.5408333333333335,26,12,47
65,11.511944444444444,16.765833333333333,0.03201709401709402,2.081111111111111,6,25,13.4775,39,15,64
5,15.329722222222221,4.649166666666667,0.0,0.0,0,4,5.821111111111111,1,2,5
2,0.011111111111111112,0.0225,0.0008333333333333334,0.0016666666666666668,2,2,0.245,0,1,2
57,20.389166666666668,7.86,0.4206042884990253,23.974444444444444,10,34,7.191388888888889,17,15,51
50,2.9697222222222224,19.583333333333332,0.7964611111111111,39.823055555555555,8,20,0.1025,27,14,47
53,19.531111111111112,3.1525,0.10675576519916144,5.658055555555556,2,37,6.3886111111111115,16,15,53
40,1.9908333333333332,5.650833333333333,0.03577777777777778,1.4311111111111112,3,25,21.59611111111111,14,14,39
58,12.998055555555556,7.904444444444445,0.18403735632183907,10.674166666666666,5,30,10.091388888888888,26,11,56
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
48,8.9,16.500833333333333,0.8286400462962963,39.77472222222222,7,31,14.609722222222222,14,11,45
45,8.9325,0.10722222222222222,0.40358641975308635,18.161388888888887,5,26,14.565833333333334,17,12,43
51,5.753333333333333,23.671944444444446,0.04428649237472767,2.258611111111111,3,31,17.789722222222224,19,12,50
62,18.7875,14.895,0.45004928315412185,27.903055555555554,10,33,6.381388888888889,24,17,57
67,7.953611111111111,21.2175,0.8467371475953567,56.731388888888894,10,34,15.269722222222223,26,12,60
2,3.2091666666666665,6.418611111111111,0.0,0.0,0,0,21.196944444444444,2,2,2
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
52,4.9675,12.511388888888888,0.7564957264957266,39.33777777777778,13,29,19.465833333333332,17,14,46
44,16.755277777777778,5.458888888888889,0.9816477272727273,43.1925,12,22,6.4925,17,14,39
90,2.7416666666666667,19.801666666666666,0.22790123456790126,20.511111111111113,5,38,22.130277777777778,48,14,86
66,23.70722222222222,7.3133333333333335,0.5708207070707071,37.674166666666665,13,25,23.564444444444444,32,14,57
27,8.941944444444445,7.551944444444445,0.14887860082304527,4.019722222222223,3,13,11.978055555555555,12,13,25
16,10.6925,3.0813888888888887,0.00109375,0.0175,1,4,22.211666666666666,12,8,16
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
70,6.616944444444444,0.5791666666666667,0.10372222222222223,7.260555555555556,5,32,19.095,37,15,69
54,15.596944444444444,4.657777777777778,0.8258127572016462,44.59388888888889,10,26,8.136111111111111,22,11,48
62,13.903888888888888,4.334444444444444,0.12840501792114695,7.96111111111111,5,31,9.417777777777777,28,15,59
66,11.278888888888888,1.8522222222222222,0.2326641414141414,15.355833333333333,4,30,11.966388888888888,34,13,64
35,18.32138888888889,17.25138888888889,0.03133333333333333,1.0966666666666667,1,22,4.663888888888889,13,10,35
7,6.257777777777778,19.80472222222222,0.32496031746031745,2.274722222222222,1,1,20.264722222222222,6,7,7
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
77,7.318333333333333,0.9713888888888889,0.6991847041847042,53.83722222222222,12,37,16.388333333333332,32,13,69
62,8.242222222222223,22.052777777777777,1.2086290322580644,74.93499999999999,10,30,15.694166666666666,28,12,58
83,7.316111111111111,4.029444444444445,0.6872657295850066,57.043055555555554,15,39,16.67222222222222,37,17,76
69,5.17,10.396666666666667,0.40784219001610306,28.141111111111112,5,26,18.426666666666666,41,14,67
48,14.7325,20.43138888888889,0.23886574074074077,11.465555555555557,7,23,8.067777777777778,24,19,47
6,18.570833333333333,15.425555555555556,0.0,0.0,0,4,15.836944444444445,2,3,6
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
64,18.204444444444444,11.453611111111112,0.7869791666666668,50.366666666666674,14,29,5.239166666666667,27,15,56
41,21.98361111111111,21.395555555555557,0.748760162601626,30.699166666666667,10,20,1.0494444444444444,17,10,37
72,5.023888888888889,5.641388888888889,0.1772993827160494,12.765555555555556,9,39,19.02611111111111,29,13,68
47,0.3591666666666667,16.169722222222223,0.16270685579196217,7.647222222222222,4,13,22.173333333333332,32,13,45
76,17.99138888888889,17.40861111111111,0.22913377192982456,17.414166666666667,13,28,5.221666666666667,41,14,69
2,20.736944444444443,17.47388888888889,0.0,0.0,0,0,2.323611111111111,2,2,2
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
48,10.428611111111111,2.861111111111111,0.6446354166666666,30.942499999999995,9,23,13.04861111111111,21,15,44
47,18.135277777777777,17.68861111111111,0.7046335697399528,33.11777777777778,12,24,5.694444444444445,18,12,42
77,17.586944444444445,0.6925,0.6163347763347763,47.45777777777778,11,45,6.188055555555556,26,17,71
51,1.988888888888889,23.467222222222222,0.002636165577342048,0.13444444444444445,5,27,7.7941666666666665,21,10,48
83,13.425555555555556,15.205,0.462078313253012,38.3525,12,46,11.075555555555555,32,17,78
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
47,14.449166666666667,21.321944444444444,0.573451536643026,26.95222222222222,7,22,8.915277777777778,21,12,43
62,17.633055555555554,14.720833333333333,0.4586200716845878,28.434444444444445,10,26,6.106388888888889,32,15,58
73,2.0730555555555554,1.1202777777777777,0.3834132420091324,27.989166666666666,5,35,21.95861111111111,35,13,70
47,19.071944444444444,18.24138888888889,0.1797399527186761,8.447777777777777,4,23,5.041944444444445,22,11,45
53,12.97,11.53111111111111,0.7324475890985326,38.819722222222225,9,43,11.011944444444444,6,12,49
9,9.62111111111111,14.590833333333334,0.00021604938271604937,0.0019444444444444444,1,0,12.9725,9,4,9
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
46,7.1819444444444445,20.83416666666667,0.6299214975845411,28.976388888888888,9,33,17.261666666666667,10,11,43
37,23.651666666666667,11.463333333333333,0.3238888888888889,11.983888888888888,6,25,23.73111111111111,11,13,36
51,21.42388888888889,1.5105555555555557,0.16179738562091503,8.251666666666667,8,34,2.299166666666667,12,18,46
40,16.169166666666666,21.754166666666666,0.32260416666666664,12.904166666666665,8,18,7.3075,16,13,34
48,3.9919444444444445,15.637777777777778,0.09158564814814814,4.396111111111111,4,29,19.57027777777778,17,11,46
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
66,10.861666666666666,16.848333333333333,0.7114267676767677,46.954166666666666,14,43,13.143611111111111,16,13,59
54,11.06611111111111,16.115,0.7246090534979424,39.12888888888889,10,33,13.386388888888888,14,13,47
78,4.308333333333334,22.216944444444444,0.4719408831908831,36.811388888888885,7,54,19.98138888888889,18,18,72
69,4.9063888888888885,16.197777777777777,0.4727455716586151,32.61944444444444,9,38,19.009444444444444,24,14,62
67,12.89611111111111,3.981388888888889,0.8665381426202322,58.058055555555555,16,46,15.948333333333334,12,15,58
1,0.0008333333333333334,0.0008333333333333334,0.0,0.0,0,1,0.0,0,1,1
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
2,0.0005555555555555556,0.001388888888888889,0.0,0.0,0,2,0.38305555555555554,0,1,2
64,17.705555555555556,6.348333333333334,0.5603211805555556,35.86055555555556,9,36,14.553888888888888,24,16,60
51,11.59,5.148888888888889,0.330958605664488,16.878888888888888,7,35,12.688055555555556,11,11,46
71,15.509722222222223,7.168333333333333,0.17662363067292644,12.540277777777778,7,45,8.046666666666667,22,12,67
51,13.71,13.535555555555556,0.3936274509803922,20.075000000000003,9,32,17.53,11,13,43
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
44,8.553333333333333,23.250833333333333,0.0046717171717171714,0.20555555555555555,3,32,14.885833333333334,10,10,42
37,8.772222222222222,16.719166666666666,0.5120120120120121,18.944444444444446,7,24,14.417777777777777,8,10,32
43,15.581111111111111,0.5052777777777778,0.6249806201550387,26.874166666666664,6,28,10.690833333333334,9,16,37
54,3.7083333333333335,17.428333333333335,0.18097222222222223,9.7725,5,34,19.886666666666667,16,12,50
45,14.0875,19.855555555555554,0.2807654320987654,12.634444444444444,2,22,12.410555555555556,22,12,44
3,23.091666666666665,21.275,0.0,0.0,0,0,2.2152777777777777,3,2,3
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
43,22.35333333333333,11.081666666666667,0.8337144702842378,35.849722222222226,8,25,0.9927777777777778,12,14,37
13,12.884166666666667,10.610555555555555,1.0101709401709402,13.132222222222222,2,8,16.560277777777777,4,8,12
32,17.015833333333333,17.4025,0.39046006944444445,12.494722222222222,7,18,7.283055555555555,7,11,25
11,2.089166666666667,22.98361111111111,0.0,0.0,0,7,17.50611111111111,4,6,11
20,3.127222222222222,8.292777777777777,0.00025,0.005,2,13,23.704166666666666,5,9,18
5,16.4825,10.4125,0.0,0.0,0,0,23.758333333333333,5,3,5
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
12,8.360555555555555,11.606388888888889,2.3791666666666664,28.549999999999997,3,7,17.460277777777776,3,8,10
13,7.125,13.5,0.42775641025641026,5.560833333333333,1,8,17.30638888888889,4,6,12
11,8.688611111111111,14.887777777777778,0.11434343434343436,1.2577777777777779,1,8,19.588333333333335,2,8,10
6,5.821944444444444,10.933055555555555,0.0,0.0,0,5,18.095,1,3,6
8,2.7977777777777777,22.38361111111111,0.0,0.0,0,5,18.352222222222224,3,7,8
1,0.0008333333333333334,0.0008333333333333334,0.025,0.025,1,1,0.0,0,1,1
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
7,9.144722222222223,21.72388888888889,0.5753571428571428,4.0275,3,3,14.252222222222223,2,5,5
1,10.421388888888888,10.421388888888888,0.0,0.0,0,0,0.0,1,1,1
1,17.88222222222222,17.88222222222222,0.0,0.0,0,0,0.0,1,1,1
3,12.712777777777777,14.138333333333334,0.0045370370370370365,0.01361111111111111,1,1,15.191666666666666,2,2,3
2,1.1822222222222223,2.3647222222222224,0.0,0.0,0,1,20.469444444444445,1,2,2
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0
3,13.419722222222223,16.259166666666665,0.0,0.0,0,2,4.134166666666666,1,3,3
